order_id;category_name;product_name;destination_country;year_months;brute_revenue
10709;Condiments;Northwoods Cranberry Sauce;Brazil;199710;1600.0
10997;Dairy Products;Mascarpone Fabioli;Venezuela;199804;1600.0
10990;Condiments;Sirop d'érable;Austria;199804;1598.85
10514;Produce;Rössle Sauerkraut;Austria;199704;1596.0
10845;Grains/Cereals;Wimmers gute Semmelknödel;Germany;199801;1596.0
10457;Dairy Products;Raclette Courdavault;Germany;199702;1584.0
10286;Confections;Tarte au sucre;Germany;199608;1576.0
10413;Confections;Tarte au sucre;France;199701;1576.0
10877;Seafood;Carnarvon Tigers;Brazil;199802;1562.5
10530;Meat/Poultry;Alice Mutton;Austria;199705;1560.0
10419;Dairy Products;Camembert Pierrot;Switzerland;199701;1550.3999999999999
10878;Confections;Sir Rodney's Marmalade;Germany;199802;1539.0
10979;Condiments;Vegie-spread;Austria;199803;1536.5
10519;Grains/Cereals;Gnocchi di nonna Alice;Switzerland;199704;1520.0
10765;Condiments;Louisiana Fiery Hot Pepper Sauce;Germany;199712;1515.6000000000001
10731;Produce;Manjimup Dried Apples;Switzerland;199711;1510.5
10470;Seafood;Carnarvon Tigers;France;199703;1500.0
10745;Seafood;Carnarvon Tigers;Germany;199711;1500.0
10324;Dairy Products;Raclette Courdavault;USA;199610;1496.0
11030;Condiments;Chef Anton's Gumbo Mix;USA;199804;1494.5
10290;Meat/Poultry;Thüringer Rostbratwurst;Brazil;199608;1485.0
10709;Produce;Manjimup Dried Apples;Brazil;199710;1484.0
10762;Produce;Manjimup Dried Apples;Sweden;199712;1484.0
10757;Confections;Tarte au sucre;USA;199711;1479.0
10452;Condiments;Gula Malacca;USA;199702;1472.5
10286;Beverages;Steeleye Stout;Germany;199608;1440.0
10392;Dairy Products;Gudbrandsdalsost;Austria;199612;1440.0
10612;Beverages;Lakkalikööri;USA;199707;1440.0
10746;Dairy Products;Gudbrandsdalsost;Switzerland;199711;1440.0
10372;Dairy Products;Camembert Pierrot;Brazil;199612;1428.0
11030;Beverages;Chang;USA;199804;1425.0
10698;Meat/Poultry;Thüringer Rostbratwurst;Austria;199710;1411.206
11068;Beverages;Ipoh Coffee;Brazil;199805;1407.6
10516;Seafood;Carnarvon Tigers;Ireland;199704;1406.25
10617;Dairy Products;Raclette Courdavault;USA;199707;1402.5
10340;Beverages;Ipoh Coffee;France;199610;1398.3999999999999
10420;Meat/Poultry;Mishi Kobe Niku;Brazil;199701;1396.8
10382;Meat/Poultry;Thüringer Rostbratwurst;Austria;199612;1386.0
11023;Beverages;Ipoh Coffee;UK;199804;1380.0
10408;Confections;Tarte au sucre;France;199701;1379.0
10449;Confections;Tarte au sucre;France;199702;1379.0
10406;Produce;Rössle Sauerkraut;Brazil;199701;1375.92
10694;Dairy Products;Raclette Courdavault;Germany;199710;1375.0
10772;Dairy Products;Raclette Courdavault;Germany;199712;1375.0
10799;Dairy Products;Raclette Courdavault;Germany;199712;1375.0
10718;Dairy Products;Queso Manchego La Pastora;Germany;199710;1368.0
10865;Beverages;Chartreuse verte;Germany;199802;1368.0
10593;Confections;Sir Rodney's Marmalade;Germany;199707;1360.8000000000002
10612;Dairy Products;Camembert Pierrot;USA;199707;1360.0
10607;Produce;Uncle Bob's Organic Dried Pears;USA;199707;1350.0
10962;Produce;Uncle Bob's Organic Dried Pears;Germany;199803;1350.0
10361;Dairy Products;Camembert Pierrot;Germany;199611;1346.4
10343;Grains/Cereals;Wimmers gute Semmelknödel;Germany;199610;1330.0
10990;Meat/Poultry;Pâté chinois;Austria;199804;1326.0
10255;Dairy Products;Raclette Courdavault;Switzerland;199607;1320.0
10488;Dairy Products;Raclette Courdavault;Germany;199703;1320.0
11028;Dairy Products;Raclette Courdavault;Germany;199804;1320.0
10515;Meat/Poultry;Mishi Kobe Niku;Germany;199704;1319.2
10783;Beverages;Côte de Blaye;Brazil;199712;1317.5
10964;Beverages;Côte de Blaye;France;199803;1317.5
10789;Condiments;Vegie-spread;France;199712;1317.0
10979;Confections;Schoggi Schokolade;Austria;199803;1317.0
11041;Condiments;Vegie-spread;Switzerland;199804;1317.0
10455;Meat/Poultry;Perth Pasties;Finland;199702;1310.0
10393;Confections;Gumbär Gummibärchen;USA;199612;1307.25
10698;Condiments;Louisiana Fiery Hot Pepper Sauce;Austria;199710;1299.8374999999999
10292;Confections;Sir Rodney's Marmalade;Brazil;199608;1296.0
10667;Dairy Products;Gudbrandsdalsost;Austria;199709;1296.0
10991;Beverages;Lakkalikööri;Germany;199804;1296.0
10773;Meat/Poultry;Alice Mutton;Austria;199712;1287.0
10513;Dairy Products;Mascarpone Fabioli;Germany;199704;1280.0
10511;Produce;Uncle Bob's Organic Dried Pears;France;199704;1275.0
11045;Produce;Manjimup Dried Apples;Canada;199804;1272.0
10250;Produce;Manjimup Dried Apples;Brazil;199607;1261.3999999999999
10812;Dairy Products;Mozzarella di Giovanni;Italy;199801;1252.8
10645;Seafood;Carnarvon Tigers;Brazil;199708;1250.0
10861;Seafood;Carnarvon Tigers;USA;199801;1250.0
10938;Dairy Products;Camembert Pierrot;Germany;199803;1249.5
10540;Confections;Gumbär Gummibärchen;Germany;199705;1249.2
10302;Meat/Poultry;Alice Mutton;Belgium;199609;1248.0
10847;Seafood;Gravad lax;USA;199801;1248.0
10583;Meat/Poultry;Thüringer Rostbratwurst;Finland;199706;1237.9
10687;Meat/Poultry;Thüringer Rostbratwurst;Ireland;199709;1237.9
11007;Meat/Poultry;Thüringer Rostbratwurst;Portugal;199804;1237.9
10924;Produce;Rössle Sauerkraut;Sweden;199803;1231.2
11012;Dairy Products;Flotemysost;Germany;199804;1225.5
10847;Dairy Products;Camembert Pierrot;USA;199801;1224.0
10658;Seafood;Boston Crab Meat;Germany;199709;1223.6
10742;Dairy Products;Mozzarella di Giovanni;Canada;199711;1218.0
11021;Dairy Products;Mozzarella di Giovanni;Germany;199804;1218.0
10555;Grains/Cereals;Gnocchi di nonna Alice;USA;199706;1216.0
10986;Confections;Sir Rodney's Marmalade;Argentina;199803;1215.0
11021;Confections;Sir Rodney's Marmalade;Germany;199804;1215.0
10893;Condiments;Northwoods Cranberry Sauce;Germany;199802;1200.0
11007;Condiments;Northwoods Cranberry Sauce;Portugal;199804;1200.0
11039;Confections;Maxilaku;Venezuela;199804;1200.0
11056;Produce;Uncle Bob's Organic Dried Pears;UK;199804;1200.0
11008;Beverages;Sasquatch Ale;Austria;199804;1197.0
10802;Produce;Manjimup Dried Apples;Denmark;199712;1192.5
11059;Dairy Products;Camembert Pierrot;Brazil;199804;1190.0
10871;Condiments;Grandma's Boysenberry Spread;France;199802;1187.5
10838;Seafood;Carnarvon Tigers;Venezuela;199801;1171.875
10431;Meat/Poultry;Alice Mutton;Canada;199701;1170.0
10801;Meat/Poultry;Alice Mutton;Spain;199712;1170.0
10750;Dairy Products;Raclette Courdavault;Finland;199711;1168.75
11033;Dairy Products;Gudbrandsdalsost;Switzerland;199804;1166.4
10633;Dairy Products;Queso Manchego La Pastora;Austria;199708;1162.8
11012;Dairy Products;Camembert Pierrot;Germany;199804;1162.8
10678;Seafood;Jack's New England Clam Chowder;USA;199709;1158.0
10847;Beverages;Chai;USA;199801;1152.0
10530;Beverages;Ipoh Coffee;Austria;199705;1150.0
10547;Seafood;Inlagd Sill;UK;199705;1140.0
10712;Grains/Cereals;Gnocchi di nonna Alice;Ireland;199710;1140.0
10820;Grains/Cereals;Gnocchi di nonna Alice;USA;199801;1140.0
10841;Grains/Cereals;Gnocchi di nonna Alice;Belgium;199801;1140.0
10968;Dairy Products;Queso Manchego La Pastora;Austria;199803;1140.0
10795;Confections;Pavlova;Austria;199712;1134.25
10351;Condiments;Gula Malacca;Austria;199611;1133.825
10305;Seafood;Carnarvon Tigers;USA;199609;1125.0
10430;Meat/Poultry;Alice Mutton;Austria;199701;1123.2
10588;Grains/Cereals;Singaporean Hokkien Fried Mee;Germany;199707;1120.0
10804;Seafood;Ikura;UK;199712;1116.0
10325;Dairy Products;Mozzarella di Giovanni;Germany;199610;1112.0
10459;Dairy Products;Mozzarella di Giovanni;France;199702;1112.0
10941;Confections;Tarte au sucre;USA;199803;1109.25
10641;Seafood;Boston Crab Meat;Venezuela;199708;1104.0
10706;Beverages;Ipoh Coffee;USA;199710;1104.0
11052;Beverages;Ipoh Coffee;Brazil;199804;1104.0
10339;Confections;Tarte au sucre;Canada;199610;1103.2
10930;Confections;Schoggi Schokolade;Belgium;199803;1097.5
10436;Grains/Cereals;Gnocchi di nonna Alice;France;199702;1094.4
10804;Produce;Rössle Sauerkraut;UK;199712;1094.4
10523;Confections;Sir Rodney's Marmalade;UK;199705;1093.5
10360;Produce;Rössle Sauerkraut;France;199611;1092.0
10458;Produce;Rössle Sauerkraut;Belgium;199702;1092.0
10836;Grains/Cereals;Gustaf's Knäckebröd;Austria;199801;1092.0
10252;Dairy Products;Camembert Pierrot;Belgium;199607;1088.0
10481;Dairy Products;Camembert Pierrot;Brazil;199703;1088.0
10747;Dairy Products;Gudbrandsdalsost;Austria;199711;1080.0
10802;Meat/Poultry;Pâté chinois;Denmark;199712;1080.0
10961;Beverages;Lakkalikööri;Brazil;199803;1080.0
11022;Dairy Products;Gudbrandsdalsost;Brazil;199804;1080.0
11035;Beverages;Steeleye Stout;Belgium;199804;1080.0
11024;Dairy Products;Flotemysost;UK;199804;1075.0
10608;Grains/Cereals;Gnocchi di nonna Alice;Germany;199707;1064.0
10748;Grains/Cereals;Gnocchi di nonna Alice;USA;199711;1064.0
10817;Confections;Gumbär Gummibärchen;Germany;199801;1061.82
10486;Produce;Manjimup Dried Apples;Venezuela;199703;1060.0
10558;Produce;Manjimup Dried Apples;UK;199706;1060.0
10665;Produce;Manjimup Dried Apples;USA;199709;1060.0
10995;Produce;Manjimup Dried Apples;Mexico;199804;1060.0
11055;Produce;Manjimup Dried Apples;Venezuela;199804;1060.0
10330;Confections;Gumbär Gummibärchen;Venezuela;199610;1058.25
10634;Produce;Uncle Bob's Organic Dried Pears;France;199708;1050.0
10756;Seafood;Carnarvon Tigers;USA;199711;1050.0
10766;Produce;Uncle Bob's Organic Dried Pears;Germany;199712;1050.0
10388;Meat/Poultry;Perth Pasties;UK;199612;1048.0
10817;Confections;Tarte au sucre;Germany;199801;1047.625
10533;Condiments;Chef Anton's Cajun Seasoning;Sweden;199705;1045.0
10605;Dairy Products;Raclette Courdavault;Canada;199707;1045.0
10612;Seafood;Inlagd Sill;USA;199707;1045.0
10713;Seafood;Rogede sild;USA;199710;1045.0
10575;Dairy Products;Mozzarella di Giovanni;Germany;199706;1044.0
10760;Beverages;Ipoh Coffee;Belgium;199712;1035.0
10396;Dairy Products;Flotemysost;Germany;199612;1032.0
10401;Dairy Products;Flotemysost;USA;199701;1032.0
10700;Dairy Products;Flotemysost;USA;199710;1032.0
10795;Meat/Poultry;Alice Mutton;Austria;199712;1023.75
10657;Dairy Products;Camembert Pierrot;USA;199709;1020.0
10684;Dairy Products;Camembert Pierrot;Germany;199709;1020.0
10830;Dairy Products;Camembert Pierrot;Brazil;199801;1020.0
10302;Produce;Rössle Sauerkraut;Belgium;199609;1019.1999999999999
10346;Meat/Poultry;Alice Mutton;USA;199611;1010.8800000000001
10603;Grains/Cereals;Gustaf's Knäckebröd;USA;199707;1008.0
10985;Dairy Products;Mascarpone Fabioli;Ireland;199803;1008.0
10663;Produce;Manjimup Dried Apples;France;199709;1007.0
10989;Condiments;Grandma's Boysenberry Spread;Brazil;199803;1000.0
10557;Grains/Cereals;Wimmers gute Semmelknödel;Germany;199706;997.5
10836;Grains/Cereals;Wimmers gute Semmelknödel;Austria;199801;997.5
10268;Meat/Poultry;Thüringer Rostbratwurst;Venezuela;199607;990.0
10298;Dairy Products;Raclette Courdavault;Ireland;199609;990.0
10527;Condiments;Chef Anton's Cajun Seasoning;Germany;199705;990.0
10718;Confections;Tarte au sucre;Germany;199710;986.0
10779;Confections;Tarte au sucre;Germany;199712;986.0
10526;Grains/Cereals;Gnocchi di nonna Alice;Finland;199705;969.0
10543;Dairy Products;Queso Manchego La Pastora;Venezuela;199705;969.0
10522;Condiments;Northwoods Cranberry Sauce;Germany;199704;960.0
10786;Condiments;Northwoods Cranberry Sauce;Brazil;199712;960.0
11002;Meat/Poultry;Pâté chinois;USA;199804;960.0
10984;Confections;Pavlova;USA;199803;959.75
10566;Seafood;Carnarvon Tigers;France;199706;956.25
10283;Dairy Products;Camembert Pierrot;Venezuela;199608;952.0
10340;Seafood;Carnarvon Tigers;France;199610;950.0
10641;Beverages;Chang;Venezuela;199708;950.0
10541;Beverages;Côte de Blaye;Brazil;199705;948.6
10847;Dairy Products;Flotemysost;USA;199801;946.0
10535;Dairy Products;Queso Cabrales;Mexico;199705;945.0
10800;Dairy Products;Queso Cabrales;UK;199712;945.0
10834;Meat/Poultry;Thüringer Rostbratwurst;Brazil;199801;940.804
10994;Dairy Products;Raclette Courdavault;Denmark;199804;940.5
10817;Seafood;Boston Crab Meat;Germany;199801;938.4
10713;Confections;Gumbär Gummibärchen;USA;199710;936.9
10554;Confections;Tarte au sucre;Germany;199705;936.6999999999999
10816;Confections;Tarte au sucre;USA;199801;936.6999999999999
10872;Confections;Tarte au sucre;Spain;199802;936.6999999999999
10265;Meat/Poultry;Alice Mutton;France;199607;936.0
10686;Meat/Poultry;Alice Mutton;Austria;199709;936.0
10511;Condiments;Chef Anton's Cajun Seasoning;France;199704;935.0
10897;Seafood;Nord-Ost Matjeshering;Ireland;199802;932.04
10263;Seafood;Nord-Ost Matjeshering;Austria;199607;931.5
10681;Grains/Cereals;Wimmers gute Semmelknödel;USA;199709;931.0
10796;Grains/Cereals;Wimmers gute Semmelknödel;Venezuela;199712;931.0
10949;Seafood;Ikura;Canada;199803;930.0
10633;Confections;Gumbär Gummibärchen;Austria;199708;929.0925
10857;Meat/Poultry;Thüringer Rostbratwurst;Sweden;199801;928.4250000000001
10721;Condiments;Gula Malacca;Germany;199710;923.875
10314;Dairy Products;Mascarpone Fabioli;USA;199609;921.6
10429;Condiments;Vegie-spread;Ireland;199701;921.375
10644;Beverages;Ipoh Coffee;Brazil;199708;920.0
10270;Beverages;Ipoh Coffee;Finland;199608;919.9999999999999
10572;Seafood;Boston Crab Meat;Sweden;199706;919.9999999999999
10693;Dairy Products;Gudbrandsdalsost;USA;199710;918.0
10418;Beverages;Chang;Germany;199701;912.0
10430;Grains/Cereals;Gnocchi di nonna Alice;Austria;199701;912.0
10494;Grains/Cereals;Gnocchi di nonna Alice;Brazil;199704;912.0
10499;Produce;Rössle Sauerkraut;Venezuela;199704;912.0
10649;Produce;Rössle Sauerkraut;Belgium;199708;912.0
10733;Produce;Rössle Sauerkraut;Sweden;199711;912.0
10855;Grains/Cereals;Gnocchi di nonna Alice;USA;199801;912.0
10976;Produce;Rössle Sauerkraut;Venezuela;199803;912.0
11039;Produce;Rössle Sauerkraut;Venezuela;199804;912.0
10893;Seafood;Nord-Ost Matjeshering;Germany;199802;906.15
10530;Beverages;Lakkalikööri;Austria;199705;900.0
10729;Beverages;Chai;Venezuela;199711;900.0
10536;Dairy Products;Camembert Pierrot;Germany;199705;892.5
10784;Dairy Products;Mozzarella di Giovanni;Italy;199712;887.4
10314;Confections;Tarte au sucre;USA;199609;886.5
10258;Condiments;Chef Anton's Gumbo Mix;Austria;199607;884.0
10894;Beverages;Rhönbräu Klosterbier;USA;199802;883.5
10312;Beverages;Ipoh Coffee;Germany;199609;883.1999999999999
10423;Dairy Products;Raclette Courdavault;Brazil;199701;880.0
10692;Condiments;Vegie-spread;Germany;199710;878.0
10977;Condiments;Vegie-spread;Sweden;199803;878.0
10257;Confections;Schoggi Schokolade;Venezuela;199607;877.5
10523;Meat/Poultry;Alice Mutton;UK;199705;877.5
10372;Dairy Products;Mozzarella di Giovanni;Brazil;199612;875.7
10515;Confections;Pavlova;Germany;199704;872.5
10855;Confections;Pavlova;USA;199801;872.5
10658;Condiments;Original Frankfurter grüne Soße;Germany;199709;864.5
10297;Beverages;Chartreuse verte;France;199609;864.0
10364;Dairy Products;Gudbrandsdalsost;UK;199611;864.0
10461;Meat/Poultry;Pâté chinois;Venezuela;199702;864.0
10458;Dairy Products;Flotemysost;Belgium;199702;860.0
10324;Beverages;Steeleye Stout;USA;199610;856.8
10717;Dairy Products;Gudbrandsdalsost;Germany;199710;855.0
10755;Grains/Cereals;Gnocchi di nonna Alice;France;199711;855.0
10933;Condiments;Sirop d'érable;UK;199803;855.0
10433;Grains/Cereals;Gnocchi di nonna Alice;Portugal;199702;851.1999999999999
10774;Condiments;Louisiana Hot Spiced Okra;Sweden;199712;850.0
10362;Produce;Manjimup Dried Apples;France;199611;848.0
10555;Produce;Manjimup Dried Apples;USA;199706;848.0
10965;Produce;Manjimup Dried Apples;USA;199803;848.0
10596;Condiments;Vegie-spread;USA;199707;842.88
10736;Condiments;Louisiana Fiery Hot Pepper Sauce;Ireland;199711;842.0
10619;Grains/Cereals;Gustaf's Knäckebröd;Canada;199708;840.0
10635;Grains/Cereals;Gustaf's Knäckebröd;Italy;199708;840.0
10889;Dairy Products;Queso Cabrales;USA;199802;840.0
11028;Meat/Poultry;Pâté chinois;Germany;199804;840.0
11056;Meat/Poultry;Pâté chinois;UK;199804;840.0
10273;Seafood;Boston Crab Meat;Germany;199608;837.9
10368;Grains/Cereals;Wimmers gute Semmelknödel;Austria;199611;837.9
10451;Grains/Cereals;Wimmers gute Semmelknödel;Germany;199702;837.9
10533;Dairy Products;Mozzarella di Giovanni;Sweden;199705;835.1999999999999
10556;Dairy Products;Mozzarella di Giovanni;Denmark;199706;835.1999999999999
10938;Beverages;Ipoh Coffee;Germany;199803;828.0
10835;Dairy Products;Raclette Courdavault;Germany;199801;825.0
10514;Condiments;Louisiana Fiery Hot Pepper Sauce;Austria;199704;820.95
10573;Meat/Poultry;Perth Pasties;Mexico;199706;819.9999999999999
10857;Confections;Gumbär Gummibärchen;Sweden;199801;819.7874999999999
10442;Condiments;Louisiana Hot Spiced Okra;Austria;199702;816.0
10895;Beverages;Chartreuse verte;Austria;199802;810.0
10918;Beverages;Chai;Canada;199803;810.0
11031;Beverages;Chai;USA;199804;810.0
11050;Beverages;Lakkalikööri;Sweden;199804;810.0
10549;Seafood;Rogede sild;Germany;199705;807.5
10829;Condiments;Northwoods Cranberry Sauce;UK;199801;800.0
10967;Confections;Maxilaku;Germany;199803;800.0
10370;Grains/Cereals;Wimmers gute Semmelknödel;Switzerland;199612;798.0
10479;Grains/Cereals;Wimmers gute Semmelknödel;USA;199703;798.0
10757;Grains/Cereals;Wimmers gute Semmelknödel;USA;199711;798.0
10677;Confections;Gumbär Gummibärchen;Mexico;199709;796.365
